identifier;N  A2 Gal1;N  A2 Gal2;N  A2 Gal3;N  A2 Gal4;N  A2 homo1;N  A2 homo2;N  A2 homo3;N  A2 homo4;N  A2 sin1;N  A2 sin2 ;N  A2 sin3;N  A2 sin4;N  B16 Gal1;N  B16 Gal2;N  B16 Gal3;N  B16 Gal4;N  B16 homo1;N  B16 homo2;N  B16 homo3;N  B16 homo4;N  B16 sin1;N  B16 sin2;N  B16 sin3;N  B16 sin4;R  A2 Gal1;R  A2 Gal2;R  A2 Gal3;R  A2 Gal4;R  A2 homo1;R  A2 homo2;R  A2 homo3;R  A2 homo4;R  A2 sin1;R  A2 sin2 ;R  A2 sin3;R  A2 sin4;R  B16 Gal1;R  B16 Gal2;R  B16 Gal3;R  B16 Gal4 (1);R  B16 homo1;R  B16 homo2;R  B16 homo3;R  B16 homo4 (3);R  B16 sin1;R  B16 sin2;R  B16 sin3;R  B16 sin4 (3);RS  A2 Gal1;RS  A2 Gal2;RS  A2 Gal3;RS  A2 Gal4 (3);RS  A2 homo1;RS  A2 homo2;RS  A2 homo3 (2);RS  A2 homo4 (2);RS  B16 Gal1;RS  B16 Gal2;RS  B16 Gal3;RS  B16 Gal4 (1);RS  B16 homo1;RS  B16 homo2;RS  B16 homo3;RS  B16 homo4 (3);S  A2 sin1;S  A2 sin2;S  A2 sin3;S  A2 sin4 (2);S  B16 sin1;S  B16 sin2;S  B16 sin3;S  B16 sin4 (2);SS  A2 Gal1;SS  A2 Gal2;SS  A2 Gal3;SS  A2 Gal4 (3);SS  A2 homo1;SS  A2 homo2;SS  A2 homo3 (1);SS  A2 homo4 (2);SS  B16 Gal1;SS  B16 Gal2;SS  B16 Gal3;SS  B16 Gal4 (3);SS  B16 homo1;SS  B16 homo2;SS  B16 homo3 (1);SS  B16 homo4 (2)
5.84_251.17;8470,27;13456,51;12077,15;10939,19;11063,66;9369,51;10731,75;9461,99;25082,18;26968;10779,72;23581,06;11473,47;9049,19;6803,97;7780,07;19406,92;9980,19;9859,32;9898,8;9486,37;12575,65;13193,94;14912,93;30065,12;37870,76;29101,02;35984,75;33117,43;38060,43;19595,78;32925,33;12919,33;22079,64;37780,64;22429,48;54162,58;103319,86;34173,8;55501,31;52091,59;24996,4;78123,49;60734,51;70755,59;35726,85;21105,5;20646,99;52023,87;226424,36;218358,1;219241,23;430257,16;23208,77;20334,74;21481,12;62406,62;21363,2;66871,84;43135,23;80434,63;70953,73;2599089;2208365,5;169659,08;25157,5;21671,1;27356,53;66862,32;54773,14;68096,97;51410,26;11772,23;23861,42;66924,02;49242,43;47967,84;12783,02;33069,71;8135,88;22841,8;19194,54;13825,64;14906,31;12745,28;7767,31;33063,05;20143,47
1.19_136.06;850244,44;1083993,6;1187816,1;1123491,6;957517,56;1015794,7;1035169,06;1007338,8;1195988,9;1188711,6;1348360,9;1053377,2;1365036,8;1187700,8;1139761,4;1312808,5;1657925,4;1112466;1186311,8;1152620,6;1250248,6;1505759,1;1557111,4;1656493,6;259660,11;218635,55;25289,57;70450,88;350935,12;465063,97;340223,53;331640,4;226364,88;163955,36;222973,47;177905,58;46130,01;171036,98;81196,46;49080,19;166319,08;255464,97;57124,86;64645,41;180908,16;117118,97;373697,44;345145,16;481061,94;518487,3;350646,3;401383,4;440177;464145,9;426537,66;380736,84;276882,16;398972,4;194737,97;348039,3;412527,25;512375,22;522296,94;449417,2;762107,06;789625,2;761827,9;763670,3;684496,06;718121,8;924232,5;714496,6;1029804,56;839343,56;618682,8;583556,94;478662,88;939037,6;842049,8;1010061,5;626654,7;876228,94;935633,8;777130,94;709290;871819;958289,8;701786,2
1.88_136.06;104734,47;115511,11;117386,33;132902,61;97112,65;108531,95;116510,62;114992,72;109965,82;111894,14;112970,07;111300,01;152082,08;121409,55;139053,56;132820,27;151244,2;111476,2;110551,34;117065,14;133379;140459,98;154865,27;161524,55;22129,15;23108,11;20402,9;17624,15;31642,41;36872,6;39397,69;34960,82;17936,95;24415,22;25468,98;26274,49;17405,86;24041,51;21545,97;17026,13;28411,64;31171,54;18523,48;17588,25;32724,13;21716,85;32755,14;30948,05;42469,45;53958,41;46443,37;48330,15;50402,46;50975,98;48287,04;51858,11;40648,46;36473,1;42500,78;43028,25;40503,03;49805,73;52453,31;56092,19;72050,07;75724,26;69050,13;63436,74;53152,25;85698,21;68341,91;31145,9;86846,3;98056,15;87512,32;75044,5;88023,75;84715,37;93211,98;73325,29;94053,54;73261,2;104500,23;25771,18;56783,94;72581,43;87616,84;63014,4
1.99_268.10;60676,41;13579,48;14500,18;10348,27;49474,3;97237,62;167854,4;49245,66;73649,34;38560;33179,97;14332,77;1585,15;38674,31;13431,17;45147,18;14731,85;33084,54;34426,9;19166,16;7672,9;21628,78;30404,13;33053,73;3099,53;13149,49;15566,27;5208,78;40988,46;39841,67;42533,59;45646,37;1656,05;19355,22;10060,88;17976,38;25618,82;41188,63;35644,75;28315,98;22722,98;32277,71;30905,24;30309,17;28368,31;15019,6;71436,41;83099,97;1632,08;33560,42;20542,94;24813,07;52853,26;56174,23;52437,08;68175,38;13022,75;1095,75;1086,93;17565,74;13188,36;21628,81;3166,1;14570,61;82014,38;43496,88;69436,15;5842,75;75519,16;23079,84;18397,71;21591,8;19171,23;22430,26;25088,79;4321,98;32021,64;79650,94;65131,33;7212,8;28192,64;3309,55;18046,94;45,083;1361,19;4053,09;4116,69;14073,91
2.18_281.10;37180,68;9090,86;13189,05;10042,55;38189,62;27808,77;32000,31;28970,78;25989,15;51242,04;47545,31;41264,13;16802,94;19185,01;26862,94;33823,64;10776,68;42113,09;21604,28;19446,69;59061,32;61270,28;10373,27;11582,78;29946,93;18770,76;20516,59;17712,14;14134,33;19478,63;13181,66;14088,44;29602,73;54059,53;52144,06;60544,78;27444,34;68285,15;24952,9;29814,37;18752,21;25224,45;16692,87;14908,26;35847,77;48930,83;34423,09;37671,15;17428,39;56471,28;62992,32;73852,2;15981,4;22192,38;20524,24;21525,57;36187,36;18374,91;35890,89;37797,69;42264,29;29130,91;25434,52;29781,75;29979,77;66570,75;66917,36;57952,49;39568,37;59319,21;44813,25;56460,29;79924,84;33892,97;38454,31;27188,82;21784,36;17601,77;22256,41;14374,57;32641,49;21499,04;40703,04;33476,81;15945,11;26053,54;10652,24;21427,44
5.85_297.08;26,643;20,74477193;26,643;20,74477193;282,54;477,7222843;914,3265064;793,2268834;442,17;26,643;26,643;20,74477193;20,74477193;647,38;272,4157699;311,29;269,3;26,643;757,29;725,6348836;26,643;26,643;207,4477193;26,643;23978,45854;13069,04281;13539,96774;12204,19067;16633,04;16552,56;13545,68281;14728,84;23724,04447;29839,65;32456,78;31220,51;5551,59;4270,93;3670,63;4534,71;5405,187637;6410,045315;4477,59;4756,841739;18859,78;15704,64;14527,39;13187,52;8865,320292;6760,21;11285,8;9752,69;7844,34;10666,67;11411,55;9154,71;3252,77;2720,482612;3381,82;3218,07;3366,94;6362,16;5317,678538;4855,68;13686;39806,23009;44434,35217;36438,44145;3993,61;11786,04;12301,24;10783,25;22116,17;20697,45;22046,79;21934,23073;23747,19184;13702,33;21808,29;16557,79753;22884,80293;8850,456437;26033,53123;24084,6;5182,144159;8964,236174;10751,75298;4546,39
4.98_431.10;263165,56;202719,7286;240555,66;272345,5228;186404,39;202330,2785;181146,1295;203478,2291;159696,55;128797,93;226892,7;129015,6788;184198,7109;295283,7;281261,1108;256585,8;113915,81;195220,1;186108,28;196418,2404;143232,72;66921,77;129881,6755;123407,83;5591,161017;7181,180864;7363,33122;7307,184934;4165,24;4624,14;4887,545507;4921,84;6787,347095;6691,26;7701,53;6202,26;3983,67;2384,54;3012,69;3593,76;3774,804131;3365,090697;2922,65;2484,798461;2496,97;2185,46;2249,21;1858,6;16167,93473;14741,34;18911,78;16935,85;15539,6;11174,49;11064,82;10962,55;30062,74;17864,56322;20141,14;29432,66;15411,75;16873,25;22129,76557;20876,09;32078,84;46895,77403;57657,53693;43432,67566;22427,32;34361,05;25487,74;31777,72;25659,29;18139,85;22268,5;23951,10562;44292,531;23664,25;37642,32;25023,59235;24868,80806;24623,91114;32655,11371;32250,72;77538,15365;64265,84432;63373,74048;71179,35
4.95_287.06;196541,39;122645,19;167015,78;158646,23;143325,81;117262,97;124112,13;120218,44;131425,4;116485,55;167047,4;90570,95;119324,55;221995,72;163339,84;189475,75;85986,77;147870;146823,77;122759,61;102330,37;69337,95;107526,36;121051,7;3231,44;4762,49;4857,59;3902,67;2857,66;3639,25;3120,52;3526,92;4586,48;5216,85;7284,09;5045,13;3016,26;2500,63;2961,23;3646,11;2731,6;2769,03;2304;2093,82;996,73;1616,27;1689,45;1457,9;10627,08;14466,46;14629,89;14201,31;11421,23;7931,95;7693,67;7373,14;27480,4;10279,68;15609,91;27717,74;12919,48;13807,62;17571,56;18299,3;31256,91;33781,29;44223,15;31111,04;29886,88;28150,33;18645,26;26808,91;20579,59;12851,77;16677,52;12568,03;28713,7;13887,55;26074,88;12044,34;15862,47;14719,75;17280,37;20113,87;37840,23;35159,04;32650,87;45263,31
6.09_315.20;13462,11;19874,69;9874,22;6838,75;31828,06;26270,87;27508,27;29577,93;52805,23;37950,78;16719,45;35930,59;42210,59;12881,29;13073,29;14883,61;67519,87;34105,12;56072,71;42969,18;54387,52;40967,43;21469,49;24320,2;40190,64;31773,63;20671,84;28552,43;13305,43;38175,82;16035,23;14590;17839,71;25962,57;34005,13;25594,81;111614,36;60412,56;58483,93;102099,97;71326,43;58486,28;87304,48;89483,97;46616,62;30649,27;21938,58;36574,61;130700,69;165801,97;118629,12;118123,09;90852,52;117261,67;96184,23;104092,73;51582,17;46032,44;78656,93;45982,83;81199,95;56992,94;186082,72;199129,89;224849,52;17485,93;56757,32;20309,81;15847,42;104954,05;33741,24;96556,65;42435,54;22762,83;59921,69;50980,19;118789,7;26951,88;113434,45;23404,47;42255,33;25293,3;20937,81;32083,04;13790,4;38337,35;44814,03;16942,75
8.49_285.22;209756,14;185435,81;106826,83;85923,45;93446,12;71350,51;100305,85;108918,19;42542,31;44169,75;28823,56;39478,93;198604,1;262230,34;178892,45;185779,6;20705,44;118359,09;32890,46;18306,12;12390,87;8409,57;926,17;27136,59;4892,99;2450,62;3156,28;2701,16;2072;6269,36;2717,93;3321,59;1877,65;3840,88;6533,22;3779,35;12448,37;6501,32;5483,86;11029,14;6651,91;4787,06;10323,5;8655,85;11900,15;4460,08;2601,87;4458,17;34057,06;35595,09;25764,1;25823,43;16925,93;31440,44;21331,72;23262,29;14201,71;17222,6;20638,87;14739,82;21530,11;16587,61;26720,35;27293,1;43862,6;5587,82;20438,58;4043,99;8726,52;42352,85;13092,76;41327,89;56497,11;59308,26;67519,58;57672,21;32058,92;9060,05;31885,73;7182,51;75215,3;43288,75;54095,31;57851,57;9691,4;10134,14;15496,19;11354,61
6.31_411.14;358860,56;109556,77;113743,55;71308,66;97562,66;133600,94;115032,33;92904,94;54027,32;62275,14;26060,98;47708,77;149204,45;189942,81;153504,69;190375,28;10526,87;168831,5;97763,31;77364,11;56209,61;25473,65;19588,73;20888,42;28795,35;37532,57;40009,29;40861,13;27405,66;13108,37;24186,05;28179,15;18840,99;53925,05;44667,02;57099,57;74506,48;36807,72;45349,5;52561,18;61915,57;25046,66;80910,89;63109,06;27501,81;47788,02;14221,77;24325,23;116326,98;105857,17;128038,93;136377,92;375935,28;242811,44;264096,38;269842,1;166456,47;128866,13;188828,95;165925,31;230974,88;192914,12;25163,48;26994,91;178986,98;114515,07;94942,28;75951,51;180473,86;60028,73;116925,01;65116,46;48447,64;37828,8;29623;19648,88;120463,29;135345,86;109580,59;112493,5;34315,02;61524,49;70203,13;66970,08;117259,61;55822,36;24494,71;177268,14
9.14_287.24;177860,56;324206,22;297446,1;297437,56;58850,27;58953,84;61952,85;64144,39;42746,97;36838,96;47470,09;29635,19;325086,47;186092,06;185011,97;188731,4;25381,51;81515,24;19347,5;13498,7;8320,56;11133,66;43656,12;52986,82;64694,54;25254,71;37100,27;36038,5;35233,04;99082,73;51432,16;59590,64;35917,77;70973,22;71449,59;73095,05;109401,8;98499,67;65922,14;95654,14;86852,79;85133,16;81200,91;57343,81;117296,85;79253,3;80011,77;74622,06;68584,46;98450,89;61089,9;64264,73;58633,7;71791,14;61126,73;60802,16;80460,95;58348,63;73322,64;88594,46;55928,71;58354,91;68796,29;71884,57;129226,07;69183,34;95422,36;62136,17;36035,09;87906,9;48107,3;83098,19;96504,4;112610,2;101786,03;76198,48;113910,04;91124,28;113935,21;57815,4;118784,57;81238,09;84691,45;103795,16;52687,16;48626,08;48237,85;63786,46
2.60_345.12;73598,96;65490,0685;68893,2;80590,75662;106564,5;114874,0247;117553,5904;114033,3565;64379,18;66589,84;81547,51;75616,86215;69001,99496;78015,7;88888,04249;82439,97;46265,13;63052,96;59797;70120,30346;52569,57;41528,14;38598,08409;31167,44;43793,49594;39721,26676;41289,00251;40650,44069;36149,52;40647,03;39388,21207;39435,73;41760,16881;44410,01;47107,46;54032,48;33067,58;39463,45;33018,76;30165,44;34834,63224;45516,7185;31784,41;37800,26157;39559,56;47264,36;46891,23;53214,43;140129,5601;146991,3;138515,12;133365,73;132006,23;118026,92;115800,65;112517,49;113246,36;133810,3038;121549,09;118442,64;131355,77;164390,25;128107,2785;115038,84;89020,23;101325,7862;113736,474;98904,21761;82490;65675,09;79830,58;66730,73;107210,03;120298,77;85374,35;99295,59872;168833,9841;109225,83;140647,45;123822,8598;122104,8367;109467,6302;131414,6191;118885,41;118256,1552;125802,2285;111734,6523;104169,23
3.34_191.03;6023,38;3675,02;6851,02;5759,11;2925,86;3511,76;3829,06;3811,56;5547,99;3536,02;5450,44;2559,66;4250,83;6509,11;4924,04;6030,79;7851,24;8250,09;6603,46;6203,38;5184,49;3188,36;3437,01;3734,1;61200,04;57713,89;37621,38;32729,09;89448,02;65444,89;84895,82;89036,27;41727,74;71993,48;61339,73;72580,79;40128,31;62098,85;64431,58;36306,74;83203,09;41766,76;94458,9;88055,27;83840,3;62052,56;62246,91;60801,45;34890,45;38764,58;27424,92;28106,1;40332,91;29218,48;27988,59;28223,36;14623,63;24365,66;21869,17;12404,05;30268,2;29787,24;22397,05;26996,69;39289,29;28518,79;24408,73;26995,92;17415,65;14827,65;49681,24;16401,3;32066,21;27481,04;13684,07;10871,74;34963,68;41908,37;34890,97;31810,57;7687,19;23366,21;15276,61;18549,13;27528,72;30637,3;21014,38;37371,09
2.78_107.05;38257,18;35058,47;40442,04;33207,69;49847,47;35810,91;35169,73;36029,04;31056,82;45791,14;49780,34;45344,64;27521,15;30790,07;39198;37962,26;25206,38;39807,07;28119,06;30546,89;45720,66;48742,73;18116,82;16727,54;88448,12;70221,83;64198,54;68496,24;43436,03;66797,18;42484,53;45722;71980,44;120506,97;99963,55;118629,39;95374,34;94881,8;88486,99;82846,88;99236,31;88405,51;62357,23;63215,88;54562,94;103096,44;82668,87;82012,58;37203,79;45795,41;77347,92;74956,28;38029,4;42902,07;44429,58;48692,38;43094,42;32538,79;46218,82;39808,32;68670,64;69350,24;48852,46;48762,08;45617,95;73114,97;78786,68;74927,19;44132,78;73069,05;69697,56;73258,13;74746,81;70432,5;73264,16;71803,2;56370,48;41900,28;55901,43;40920,59;53947,52;41388,16;60868,75;69390,35;32003,65;46219,48;43753,35;32129,02
3.37_123.04;9878,71;10247,73;7707,59;8019,34;10439,6;14391,09;15640,24;15878,39;19055,6;24461,72;23279,43;21653,9;7665,81;40201,29;5605,79;9131,89;6850,4;6970,61;8085,31;7679,99;7484,35;8305,11;8021,08;7478,35;68700,99;130763,88;73325,04;68932,02;104381,57;221415,83;109083,26;105763,4;199018,73;417474,1;358785,6;444871,9;97087,45;175181,27;92047,09;103397,8;167967,66;126102,91;79943,02;87041,32;48402,73;80503,01;119265,59;118306,63;8980,42;11773,88;8761,23;10197;9970,98;11517,76;10889,31;10540,99;7063,16;7634,07;7197,89;7756,21;7640,32;7235,78;8393,78;9196,15;19610,65;29084,74;26421,58;26607,03;13569,66;11793,37;8806,23;10700,69;13673,88;21523,27;24646,4;20235,81;10368,87;13745,76;11080,08;11368,1;16557,3;13372,97;12904,71;12895,44;9260,92;7082,25;9915,71;13050,38
2.56_329.09;228343,8;250192,0871;230838,77;245049,201;253183,62;265506,6388;279942,1988;265673,2168;190952,52;210684,8;239563,8;220059,6811;220987,9207;247355,11;273966,1268;261704,53;193758,89;214620,11;206302,03;221425,2715;185816,95;149476,2;139485,9529;127395;83057,83736;69207,76086;35466,33441;55978,33791;40701,95;88504,64;33335,59414;49692,95;45038,8363;70582,52;50850,01;71450,99;46983,45;63775,64;42253,94;48861,09;27606,049;36091,2243;102003,21;109882,7155;2497,13;12038,51;18950,03;41468,54;318949,1906;334066,78;375144,94;356043,7;293881,12;278875,7;277605,12;267687,88;376275,78;336416,6965;332323,4;396569,6;368373,75;321752,16;340993,3313;307715,16;270027,94;265135,2141;292212,5957;243084,5482;226134,58;178491,94;124877,35;175989,47;356527,97;373150,62;368750,78;410940,75;324566,3121;245066,27;286807,28;259195,558;421205,0584;410159,7163;457691,0616;430363,75;289674,0996;285236,721;304025,4983;263734,12
2.75_359.10;84166,05;153179,8071;95888,3;99863,23604;158072,61;167584,2454;189754,3327;179460,824;158194,75;149815,23;141340,27;158208,8979;146463,1976;83349,57;103479,9336;99456,95;127007,43;113140,74;110103,45;117380,0364;83998,62;98392,06;152456,7806;135187,8;130453,642;122001,1382;109902,5517;117507,0527;86898,78;182993,45;98626,39043;91048,17;87377,9402;94999,28;88987,17;93255,3;158852,3;114035,77;112097,6;146534,19;146412,5639;88391,84197;168214,95;178047,379;15639,74;67312,22;64976,88;69611,73;455725,6861;568625;620960,94;617632,06;486440,34;429849,3;421648,97;406488,88;578218,06;478608,4317;585146,06;626862,94;557921,06;436552,72;509194,96;478517,56;446271,38;438372,7676;502984,7888;391269,1188;356136,12;324249,75;229864,88;315779,25;545243,7;605056,4;568419,06;593027,2595;469822,2608;398011,6;412419,78;406996,7751;763579,9843;635124,4384;724256,1523;657749,7;370714,4236;362666,5608;451579,1065;357893,47
2.33_299.08;28151,96;29743,50097;30843,41;26467,94797;38571,75;27634,91244;34872,48666;27699,80263;30516,31;39045,07;36169,79;31564,61523;26145,80174;25639,79;27501,72949;30719,84;26474,56;33708,12;27261,98;23157,7308;28713,22;46135,72;19754,09481;18857,39;257665,6865;215713,985;213915,84;215718,0027;190920,05;223807,1;191327,2181;200611,8;187681,19;292524,6;256862,23;275571,12;225695,44;228292,3;230927,33;194741,3;247386,2522;262269,4958;222973,75;232478,3827;150409,27;245554,75;224627,52;231945,28;124846,5037;182590,56;300673,62;270509,84;152744;195189,53;193192,56;181783,39;123383,77;108839,2216;144354,14;126778,62;241160,27;256086,92;148529,9119;145699,67;164026,3;275427,0871;300254,3029;238547,4829;106843,38;221460,72;257044,81;225836,28;169137,28;163557,83;143209,7;152244,7935;240455,5348;122055,72;209723,75;115386,2632;125754,8502;75241,67633;142797,806;134586,23;93502,2846;195327,6819;152556,5218;92299,67
3.25_285.10;103532,65;45474,26;77026,34;59066,63;182182,06;150325,55;175078,03;166523,23;114414,53;127636,08;148391,67;90580,38;44208,29;98856,66;67638,92;88319,14;127781,66;160243,8;187623,23;156799,75;210115,53;159255,03;144788,03;170108,42;22182,57;11839,38;11037,98;9409,9;15432,58;89629,2;14405,25;16246,23;18460,83;35275,68;30422,43;34747,86;21512,54;63118,79;55875,33;22722,8;58130,83;52997,77;46152,25;42949,68;6408,03;15327,9;25878,47;33693,5;55110,88;81345,7;47164,13;51132,13;94139,56;147052,7;139341,75;140852,47;36804,09;46864,27;52936,97;38298,18;55009,67;64040,49;30907,81;34275,71;91933,04;97835,88;67538,9;86941,95;100679,03;113196,71;145467,94;129661,78;166145,61;86180,74;52823,75;40793,91;171816,64;198548,56;180330,62;152567,03;53745,06;61751,43;111376,34;128739,87;88895,62;132466,34;105559,61;121966,89
3.30_403.16;6819,04;6150,9;6194,27;5685,14;9560,15;5935,28;7819,2;7531,98;11829,85;11078,16;8715,74;7562,56;8411,16;7827,37;6625,54;8292,89;12301,02;13889,25;11639,4;9088,69;10163,47;10904,33;11282,93;12345,82;32307,56;44931,89;47383,58;43669,39;46088,64;40402,19;42922,93;49625,01;25346,95;42372,18;40525,78;45021,24;51230,5;39313,45;44073,46;48558,29;36122,2;36533,57;35319,41;31539,3;45003;54150,46;39941,57;46322,39;35259,37;57900,01;61993,07;69895,36;46413,36;44422,04;41277,74;42600,1;72148,93;48529,94;56489,55;76215,1;57817,55;46183,68;48274,35;55905,11;51211,84;46879,09;44764,04;45355,17;63034,56;53432,65;55632,54;61573,06;67529,44;76580,07;81453,51;51642,27;32564,87;28600,25;33780,57;23691,34;65905,84;63281,51;65704,4;77738,05;25152,77;23512,01;24374,27;35013,2
8.71_304.31;18878194;9847592;11293417;7875266,5;19277176;11135325;10627434;10390690;12316113;7362347;14534210;5857058;14629039;9445548;9770892;10447510;15206036;13309086;13716187;13185638;8874236;8470599;16191464;16344386;3424249;517044,25;1498255,1;916918,6;5114703,5;5048453,5;5052668,5;5310878;819856,4;2836821,5;3212597,2;2578132,2;12092494;8673137;7891780,5;11098058;10523021;9611094;804999,2;715013,6;549823,3;11311483;6917527;6529028;7650372,5;2231909,2;3654125,8;3247831,2;6204219;4515121;4595082,5;4177481,2;3431539;3489895,2;4976965;3156964,8;5618068,5;2789836,8;2172218,8;2308174,5;3563185,2;6039281,5;4516452,5;4984564,5;2668124;7058070,5;4501232,5;6385740;5305571,5;4331000;6725322;5997124,5;3575050,5;6047178;3395716,2;4910277,5;7286462,5;3796359,5;4970787;6048511,5;6708753,5;3445324,8;6313357;7501175,5
1.85_210.04;163123,11;130814,15;144036,06;117182,72;268901,9;190203,64;212729,56;196309,7;147235,77;97550,18;115586,08;73557,05;109804,4;126529,81;95207,15;134463,84;141743,23;140738,19;159479,45;131101,27;65942,62;86180,78;81109,22;88221,25;86306,52;123349,58;81054,24;87537,47;167808,88;166612,1;195409,19;213601,84;84735,91;60331,2;80001,15;63533,25;121210,88;133085,97;130696,64;122592,05;144727,03;109294,47;166777,94;142857,58;62243,94;53806,59;37156,09;43380,78;28900,37;41866,51;21958,93;25899,72;32964,93;34993,72;35573,52;36350,67;27429,54;22487,25;17771,17;31704,56;22253,65;18042,38;60260,89;72020,85;76556,68;38583,34;50107,08;35999,86;38709,58;30489,7;29397,75;16003,58;127131,08;134875,64;79119,23;63768,77;77786,36;109344,48;77888,01;89518,27;83095,74;79408,16;77804,6;9635,94;47709,84;54993,42;71999,09;64796,56
5.47_385.16;268136,4;182986,34;447113;370024,56;28404,13;42827,09;35226,13;42246,2;29314,44;29426,53;92074,64;22517,43;212783,22;292686,47;353521,4;464461;58996,73;61718,43;92648,3;77414,8;94456,87;55033,98;45287,98;46161,5;49541,61;39092,8;61602,26;56188,32;54832,6;65952,66;50811,22;44915,17;28156,56;66653,84;54474,23;71068,76;117453,04;105518,38;110519,29;96591,77;81557,7;96988,51;61495,78;48862,75;85964,77;82683,26;86718,02;89857,04;120311,25;109000,25;96419,63;98663,38;265384,9;145088,58;163306,23;165344,64;162191,98;116785,8;321162,44;161273,86;179127,7;199381,11;99319,98;104953,03;140068,22;171930,08;162906,97;160987,52;155247,23;259085,66;371901,84;298504,34;421296,4;627571,94;456862,4;416522,44;264243,47;502503,44;335898,62;408751,3;533408,2;371420,44;637158,56;728694,75;278686,22;386992,1;371579,6;473774,22
7.16_181.12;28875,17;30712,35;20087,29;22671,28;60961,24;64886,32;66563,59;59915,41;136766,25;89618,91;48762,93;81723,58;31153,1;28639,52;19779,12;21158,15;109921,43;87267,99;54904,36;52486,06;60765,44;81820,64;18633,97;51464,46;4683,79;4318,69;7876,63;7795,77;7812,34;5058,48;7578,16;4831,91;5769,44;4262,03;5150,07;5135,51;4599,6;8121,84;3912,06;8593,62;6314,14;7461,02;4109,06;7887,23;4361,43;3501,46;6429,02;4091,74;13037,09;14666,33;10301,76;9925,67;9119,16;10609,16;8814,86;8763,26;7006,73;7974,74;7848,98;6702,71;11651,93;10569,51;12097,82;13021,53;16559,9;6074,69;13935,11;9638,36;6868,95;16009,38;8375,02;10995,3;17722,03;10740,31;17935,02;15111,76;15652,49;9340,26;15574,32;12065,7;22594;10840,75;19922,85;16323,64;7976,32;11044,62;16365,33;8706,77
4.92_463.09;10026,02;8543,820319;5056,69;6739,991429;8017,27;8458,950742;9438,556672;6700,920278;8568,21;10296,16;7976,93;9665,352314;5152,868049;10768,98;9196,475153;8581,72;7275,25;11832,5;11671,48;11378,03595;10552,22;12301,94;14735,8268;15434,13;97740,90487;59684,20302;80508,09832;82155,47131;25746,19;102500,33;26891,2525;24562,67;57393,33955;42258,37;63504,46;41277,79;59209,14;28046,76;43139,92;53426,46;54188,36845;57128,04987;49603,63;54822,63599;15985,53;19294,9;28917,9;28900,62;18267,61585;11289,59;19413,37;15871,52;17411,26;20811,65;20229,31;19581,35;28118,98;14289,86442;16762,29;29617,35;15840,54;15889,74;16509,70996;15821,84;36654,24;37202,74501;43182,525;30669,38134;34257;22038,74;19761,28;21493,98;4283,03;8898,35;6745,56;7112,117272;9153,797808;7970,12;7484,95;7820,723737;7450,366551;9134,862954;6970,193663;8387,22;4816,582082;7189,247367;8282,383091;4746,26
8.76_255.21;6385,94;17268,03;5857,67;5369,97;21529,48;24586,08;22051,56;29157,89;32904,98;32724,78;14708,79;32220,51;15148,48;15521,84;11515,1;10484,58;35405,14;27161,21;43487,74;41618,25;39352,76;35991,51;19703,11;20145,96;61369,25;72354,1;51818,8;51670,84;62947,67;81655,05;57861,38;60579,34;55311,34;71612,26;87495,7;69901,33;92897,32;73006,25;65830,79;86060,02;74153,84;76141,06;91908,08;80246,42;103102,37;75165,14;73852,55;74065,5;80355,91;101532,13;73050,33;69772,61;63355,02;82666,88;67376,14;75296,14;57327,98;57076,41;80548,21;57059,9;78856,62;63364,01;105069,41;105481,12;161903,42;47016,01;73901,62;44467,08;47055,8;85335,08;43756,74;78576,36;95710,18;97314,08;96570,23;81993,41;112880,44;45994,29;112312,43;39259,32;93771,14;81647,04;91865,73;102727,23;43516,03;63482,61;62045,29;53251,71
